Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Incidents Recorded
2015,September,Swan Hill,3 Other,38 Recreational,385 Gaming Venue,2
2015,September,Swan Hill,3 Other,38 Recreational,386 Other Rec./Sports,9
2015,September,Swan Hill,3 Other,39 Other location,392 Other Location (Not Elsewhere),26
2015,September,Swan Hill,3 Other,39 Other location,393 Construction Site,1
2015,September,Towong,1 Residential,11 Dwelling - private,112 House,42
2015,September,Towong,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,1
2015,September,Towong,1 Residential,13 Grounds/surrounding land,132 Backyard,4
2015,September,Towong,1 Residential,13 Grounds/surrounding land,133 Frontyard,6
2015,September,Towong,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,1
2015,September,Towong,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),1
2015,September,Towong,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,2
2015,September,Towong,2 Community,21 Education,211 School,5
2015,September,Towong,2 Community,21 Education,212 School Grounds,1
2015,September,Towong,2 Community,21 Education,213 Other Educational,1
2015,September,Towong,2 Community,22 Health,221 Hospital,2
2015,September,Towong,2 Community,22 Health,224 Other Health,1
2015,September,Towong,2 Community,25 Other Transport,251 Private Car,2
2015,September,Towong,2 Community,25 Other Transport,253 Boat,1
2015,September,Towong,2 Community,27 Open Space,271 Parkland/Reserve,7
2015,September,Towong,2 Community,27 Open Space,275 Other Open Space,1
2015,September,Towong,2 Community,27 Open Space,276 Beach Car Park,1
2015,September,Towong,2 Community,28 Street/footpath,281 Street/Lane/Footpath,21
2015,September,Towong,2 Community,29 Other community location,292 Civic Centre,1
2015,September,Towong,3 Other,31 Admin/professional,311 Business Office,1
2015,September,Towong,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2015,September,Towong,3 Other,33 Retail,3312 Other Retail,2
2015,September,Towong,3 Other,33 Retail,332 Service Station,2
2015,September,Towong,3 Other,33 Retail,335 Supermarket,5
2015,September,Towong,3 Other,33 Retail,339 Milkbar,1
2015,September,Towong,3 Other,37 Agricultural,371 Farmland/Agricultural,5
2015,September,Towong,3 Other,37 Agricultural,373 Other Agricultural,1
2015,September,Towong,3 Other,38 Recreational,381 Licenced Premises,3
2015,September,Towong,3 Other,38 Recreational,384 Sport Area/Facility,2
2015,September,Towong,3 Other,38 Recreational,386 Other Rec./Sports,2
2015,September,Towong,3 Other,39 Other location,392 Other Location (Not Elsewhere),4
2015,September,Towong,3 Other,39 Other location,394 Veterinary Clinic,1
2015,September,Wangaratta,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,40
2015,September,Wangaratta,1 Residential,11 Dwelling - private,112 House,280
2015,September,Wangaratta,1 Residential,11 Dwelling - private,113 Bungalow,1
2015,September,Wangaratta,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,4
2015,September,Wangaratta,1 Residential,11 Dwelling - private,116 Ministry Of Housing,6
2015,September,Wangaratta,1 Residential,11 Dwelling - private,117 Farm House,1
2015,September,Wangaratta,1 Residential,12 Dwelling  - non-private,121 Boarding House,4
2015,September,Wangaratta,1 Residential,12 Dwelling  - non-private,124 Nursing Home,2
2015,September,Wangaratta,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,20
2015,September,Wangaratta,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,2
2015,September,Wangaratta,1 Residential,13 Grounds/surrounding land,132 Backyard,28
2015,September,Wangaratta,1 Residential,13 Grounds/surrounding land,133 Frontyard,77
2015,September,Wangaratta,1 Residential,13 Grounds/surrounding land,134 Garage,12
2015,September,Wangaratta,1 Residential,13 Grounds/surrounding land,135 Shed,8
2015,September,Wangaratta,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,2
2015,September,Wangaratta,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),10
2015,September,Wangaratta,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,4
2015,September,Wangaratta,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,1
2015,September,Wangaratta,2 Community,21 Education,211 School,24
2015,September,Wangaratta,2 Community,21 Education,212 School Grounds,10
2015,September,Wangaratta,2 Community,21 Education,213 Other Educational,3
2015,September,Wangaratta,2 Community,22 Health,221 Hospital,4
2015,September,Wangaratta,2 Community,22 Health,222 Medical Centre,3
2015,September,Wangaratta,2 Community,22 Health,224 Other Health,7
2015,September,Wangaratta,2 Community,23 Religious,231 Church,3
2015,September,Wangaratta,2 Community,23 Religious,232 Other religious,1
2015,September,Wangaratta,2 Community,24 Public Transport,242 Train Station,10
2015,September,Wangaratta,2 Community,24 Public Transport,243 Railway Carpark,1
2015,September,Wangaratta,2 Community,24 Public Transport,245 Bus/Bus Stop,2
2015,September,Wangaratta,2 Community,24 Public Transport,246 Depot/Terminal,1
2015,September,Wangaratta,2 Community,24 Public Transport,248 Office (Public transport office Only),2
2015,September,Wangaratta,2 Community,25 Other Transport,251 Private Car,6
2015,September,Wangaratta,2 Community,25 Other Transport,255 Carpark (Single Level),30
2015,September,Wangaratta,2 Community,25 Other Transport,256 Carpark (Multi Level),2
2015,September,Wangaratta,2 Community,25 Other Transport,257 Other Transport Type/Area,7
2015,September,Wangaratta,2 Community,26 Justice,261 Police Station,27
2015,September,Wangaratta,2 Community,26 Justice,262 Court,48
2015,September,Wangaratta,2 Community,26 Justice,265 Other Justice Facility,2
2015,September,Wangaratta,2 Community,26 Justice,269 Other Justice (nec),2
2015,September,Wangaratta,2 Community,27 Open Space,271 Parkland/Reserve,24
2015,September,Wangaratta,2 Community,27 Open Space,272 Rural,2
2015,September,Wangaratta,2 Community,27 Open Space,275 Other Open Space,5
2015,September,Wangaratta,2 Community,28 Street/footpath,281 Street/Lane/Footpath,407
2015,September,Wangaratta,2 Community,29 Other community location,291 Cemetery,1
2015,September,Wangaratta,2 Community,29 Other community location,292 Civic Centre,2
2015,September,Wangaratta,3 Other,31 Admin/professional,311 Business Office,20
2015,September,Wangaratta,3 Other,31 Admin/professional,312 Other Admin/Professional,12
2015,September,Wangaratta,3 Other,32 Financial,321 Bank,3
2015,September,Wangaratta,3 Other,32 Financial,323 ATM/Eftpos,4
2015,September,Wangaratta,3 Other,32 Financial,324 Other Financial,2
2015,September,Wangaratta,3 Other,33 Retail,331 Chemist/Pharmacy,4
2015,September,Wangaratta,3 Other,33 Retail,3311 Restaurant/Fastfood,27
2015,September,Wangaratta,3 Other,33 Retail,3312 Other Retail,74
2015,September,Wangaratta,3 Other,33 Retail,332 Service Station,39
2015,September,Wangaratta,3 Other,33 Retail,333 Jeweller,1
2015,September,Wangaratta,3 Other,33 Retail,334 2nd Hand Dealer,1
2015,September,Wangaratta,3 Other,33 Retail,335 Supermarket,26
2015,September,Wangaratta,3 Other,33 Retail,336 Department Store,19
2015,September,Wangaratta,3 Other,33 Retail,337 Shopping Complex,4
2015,September,Wangaratta,3 Other,33 Retail,338 Car Sales Yard,6
2015,September,Wangaratta,3 Other,33 Retail,339 Milkbar,2
2015,September,Wangaratta,3 Other,35 Warehousing/storage,351 Warehousing/Storage,4
2015,September,Wangaratta,3 Other,36 Manufacturing,361 Factory,2
2015,September,Wangaratta,3 Other,36 Manufacturing,362 Any Manufacturing,1
2015,September,Wangaratta,3 Other,37 Agricultural,371 Farmland/Agricultural,15
2015,September,Wangaratta,3 Other,37 Agricultural,373 Other Agricultural,3
2015,September,Wangaratta,3 Other,38 Recreational,381 Licenced Premises,24
2015,September,Wangaratta,3 Other,38 Recreational,384 Sport Area/Facility,12
2015,September,Wangaratta,3 Other,38 Recreational,386 Other Rec./Sports,6
2015,September,Wangaratta,3 Other,39 Other location,392 Other Location (Not Elsewhere),30
2015,September,Wangaratta,3 Other,39 Other location,393 Construction Site,1
2015,September,Warrnambool,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,87
2015,September,Warrnambool,1 Residential,11 Dwelling - private,112 House,563
2015,September,Warrnambool,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,6
2015,September,Warrnambool,1 Residential,11 Dwelling - private,116 Ministry Of Housing,11
2015,September,Warrnambool,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2015,September,Warrnambool,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2015,September,Warrnambool,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2015,September,Warrnambool,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,19
2015,September,Warrnambool,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,2
2015,September,Warrnambool,1 Residential,13 Grounds/surrounding land,132 Backyard,18
2015,September,Warrnambool,1 Residential,13 Grounds/surrounding land,133 Frontyard,129
2015,September,Warrnambool,1 Residential,13 Grounds/surrounding land,134 Garage,24
2015,September,Warrnambool,1 Residential,13 Grounds/surrounding land,135 Shed,5
2015,September,Warrnambool,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,11
2015,September,Warrnambool,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),7
2015,September,Warrnambool,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,27
2015,September,Warrnambool,2 Community,21 Education,211 School,21
2015,September,Warrnambool,2 Community,21 Education,212 School Grounds,12
2015,September,Warrnambool,2 Community,21 Education,213 Other Educational,8
2015,September,Warrnambool,2 Community,22 Health,221 Hospital,16
2015,September,Warrnambool,2 Community,22 Health,222 Medical Centre,5
2015,September,Warrnambool,2 Community,22 Health,223 Dental,1
2015,September,Warrnambool,2 Community,22 Health,224 Other Health,2
2015,September,Warrnambool,2 Community,23 Religious,231 Church,1
2015,September,Warrnambool,2 Community,23 Religious,232 Other religious,1
2015,September,Warrnambool,2 Community,24 Public Transport,241 Train,2
2015,September,Warrnambool,2 Community,24 Public Transport,242 Train Station,4
2015,September,Warrnambool,2 Community,24 Public Transport,245 Bus/Bus Stop,2
2015,September,Warrnambool,2 Community,24 Public Transport,246 Depot/Terminal,1
2015,September,Warrnambool,2 Community,24 Public Transport,248 Office (Public transport office Only),1
2015,September,Warrnambool,2 Community,25 Other Transport,251 Private Car,9
2015,September,Warrnambool,2 Community,25 Other Transport,255 Carpark (Single Level),47
2015,September,Warrnambool,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2015,September,Warrnambool,2 Community,26 Justice,261 Police Station,39
2015,September,Warrnambool,2 Community,26 Justice,262 Court,74
2015,September,Warrnambool,2 Community,26 Justice,269 Other Justice (nec),1
2015,September,Warrnambool,2 Community,27 Open Space,271 Parkland/Reserve,18
2015,September,Warrnambool,2 Community,27 Open Space,272 Rural,1
2015,September,Warrnambool,2 Community,27 Open Space,274 Beach Foreshore,5
2015,September,Warrnambool,2 Community,27 Open Space,275 Other Open Space,8
2015,September,Warrnambool,2 Community,27 Open Space,276 Beach Car Park,2
2015,September,Warrnambool,2 Community,28 Street/footpath,281 Street/Lane/Footpath,377
2015,September,Warrnambool,2 Community,29 Other community location,292 Civic Centre,2
2015,September,Warrnambool,2 Community,29 Other community location,294 Car Wash,3
2015,September,Warrnambool,3 Other,31 Admin/professional,311 Business Office,31
2015,September,Warrnambool,3 Other,31 Admin/professional,312 Other Admin/Professional,8
2015,September,Warrnambool,3 Other,32 Financial,321 Bank,5
2015,September,Warrnambool,3 Other,32 Financial,322 Credit Society,1
2015,September,Warrnambool,3 Other,32 Financial,323 ATM/Eftpos,1
2015,September,Warrnambool,3 Other,33 Retail,331 Chemist/Pharmacy,6
2015,September,Warrnambool,3 Other,33 Retail,3310 24Hr Convenience,2
2015,September,Warrnambool,3 Other,33 Retail,3311 Restaurant/Fastfood,15
2015,September,Warrnambool,3 Other,33 Retail,3312 Other Retail,78
2015,September,Warrnambool,3 Other,33 Retail,332 Service Station,37
2015,September,Warrnambool,3 Other,33 Retail,333 Jeweller,1
2015,September,Warrnambool,3 Other,33 Retail,335 Supermarket,33
2015,September,Warrnambool,3 Other,33 Retail,336 Department Store,15
2015,September,Warrnambool,3 Other,33 Retail,337 Shopping Complex,9
2015,September,Warrnambool,3 Other,33 Retail,338 Car Sales Yard,2
2015,September,Warrnambool,3 Other,33 Retail,339 Milkbar,3
2015,September,Warrnambool,3 Other,34 Wholesale,341 Any Wholesale,3
2015,September,Warrnambool,3 Other,35 Warehousing/storage,351 Warehousing/Storage,10
2015,September,Warrnambool,3 Other,36 Manufacturing,361 Factory,11
2015,September,Warrnambool,3 Other,36 Manufacturing,362 Any Manufacturing,3
2015,September,Warrnambool,3 Other,37 Agricultural,373 Other Agricultural,1
2015,September,Warrnambool,3 Other,38 Recreational,381 Licenced Premises,39
2015,September,Warrnambool,3 Other,38 Recreational,384 Sport Area/Facility,14
2015,September,Warrnambool,3 Other,38 Recreational,385 Gaming Venue,2
2015,September,Warrnambool,3 Other,38 Recreational,386 Other Rec./Sports,12
2015,September,Warrnambool,3 Other,39 Other location,392 Other Location (Not Elsewhere),37
2015,September,Warrnambool,3 Other,39 Other location,393 Construction Site,2
2015,September,Wellington,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,55
2015,September,Wellington,1 Residential,11 Dwelling - private,112 House,800
2015,September,Wellington,1 Residential,11 Dwelling - private,113 Bungalow,3
2015,September,Wellington,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,17
2015,September,Wellington,1 Residential,11 Dwelling - private,115 Houseboat,2
2015,September,Wellington,1 Residential,11 Dwelling - private,116 Ministry Of Housing,17
2015,September,Wellington,1 Residential,11 Dwelling - private,117 Farm House,3
2015,September,Wellington,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2015,September,Wellington,1 Residential,12 Dwelling  - non-private,122 Holiday Home,21
2015,September,Wellington,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2015,September,Wellington,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,28
2015,September,Wellington,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,13
2015,September,Wellington,1 Residential,13 Grounds/surrounding land,1310 Farm Building,4
2015,September,Wellington,1 Residential,13 Grounds/surrounding land,132 Backyard,61
2015,September,Wellington,1 Residential,13 Grounds/surrounding land,133 Frontyard,184
2015,September,Wellington,1 Residential,13 Grounds/surrounding land,134 Garage,38
2015,September,Wellington,1 Residential,13 Grounds/surrounding land,135 Shed,58
2015,September,Wellington,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,1
2015,September,Wellington,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),29
2015,September,Wellington,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,24
2015,September,Wellington,2 Community,21 Education,211 School,42
2015,September,Wellington,2 Community,21 Education,212 School Grounds,6
